gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
CD3G	CD3g molecule, gamma (CD3-TCR complex)	569	3	0	0	0	1	0	2	3	3	1	7.221255e-03	1.000000e-03	9.290300e-01	3.045725e-06	9.274770e-01	3.690233e-01	9.270996e-05	1.325533e-02
KAT6B	K(lysine) acetyltransferase 6B	6282	1	0	7	5	1	0	6	12	12	8	7.929807e-01	1.000000e-05	2.079700e-01	4.973799e-13	2.071548e-01	2.214833e-01	1.010645e-04	1.433694e-02
FOXO1	forkhead box O1	1972	0	1	10	44	2	0	1	47	36	34	8.002709e-01	1.000000e-05	8.934600e-01	1.804620e-03	8.890032e-01	6.338834e-03	1.019203e-04	1.434628e-02
ARHGAP25	Rho GTPase activating protein 25	2340	15	0	5	7	7	2	2	18	17	15	8.076847e-04	4.100000e-03	2.658000e-01	5.635785e-02	2.516386e-01	7.178733e-01	1.027901e-04	1.434856e-02
TUBGCP5	tubulin, gamma complex associated protein 5	3208	7	0	4	13	1	0	1	15	15	10	8.138853e-01	6.000000e-05	2.663000e-02	1.421085e-14	2.558345e-02	1.688939e-01	1.035169e-04	1.434856e-02
ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	3221	1	1	2	4	0	1	0	5	5	4	8.679879e-01	1.000000e-05	2.666100e-01	3.095494e-03	2.662663e-01	9.140610e-01	1.098396e-04	1.510960e-02
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	586	11	0	0	5	0	0	0	5	5	4	9.927405e-03	4.610000e-02	1.900000e-03	1.696317e-02	1.864207e-03	8.418030e-01	1.185623e-04	1.616584e-02
IRF4	interferon regulatory factor 4	1384	1	7	26	61	2	2	1	66	32	40	9.494675e-01	4.000000e-05	1.790000e-03	2.532168e-03	1.437460e-03	9.942912e-01	1.192985e-04	1.616584e-02
HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	2701	1	1	12	17	1	0	1	19	19	14	9.946836e-01	1.000000e-05	9.779600e-01	1.318396e-04	9.769077e-01	4.297558e-01	1.245170e-04	1.660766e-02
FCGBP	Fc fragment of IgG binding protein	16358	15	1	30	43	1	1	2	47	41	36	9.999859e-01	1.000000e-04	1.653000e-02	5.684342e-14	1.522692e-02	9.781531e-01	1.251276e-04	1.660766e-02
NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	3148	29	0	4	3	1	0	5	9	9	5	2.003016e-01	2.000000e-05	5.301200e-01	1.271871e-12	5.328467e-01	2.471205e-01	1.253029e-04	1.660766e-02
DCDC2B	doublecortin domain containing 2B	1082	16	0	1	2	1	0	4	7	7	4	4.842578e-03	9.000000e-04	9.827000e-01	2.726582e-08	9.836360e-01	8.789568e-02	1.270783e-04	1.672092e-02
SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	3997	4	0	2	9	1	2	3	15	15	13	3.745676e-03	2.300000e-03	4.110000e-01	2.830267e-05	4.048175e-01	5.364943e-01	1.350225e-04	1.763841e-02
KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	718	31	0	0	5	0	0	1	6	6	4	7.686835e-03	1.250000e-03	4.045000e-02	2.055666e-02	4.173585e-02	5.156577e-01	1.556901e-04	2.019301e-02
ABHD14B	abhydrolase domain containing 14B	816	8	0	0	3	0	0	3	6	6	4	5.011035e-03	1.900000e-03	9.999000e-01	2.951867e-05	9.998529e-01	3.724888e-01	1.595800e-04	2.055074e-02
IRF2BP2	interferon regulatory factor 2 binding protein 2	1768	0	0	16	43	4	0	29	76	56	53	7.844215e-04	8.600000e-03	1	2.842171e-14	1	6.918505e-04	1.753071e-04	2.241708e-02
CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	2934	1	0	3	8	0	1	8	17	17	10	6.130531e-03	9.500000e-04	8.078500e-01	1.000000e-16	8.013691e-01	6.375067e-03	1.920172e-04	2.438216e-02
PAX5	paired box 5	1243	2	2	3	15	0	5	0	20	16	15	2.333030e-02	3.750000e-04	9.966000e-01	9.211010e-02	9.961359e-01	6.032899e-01	2.218973e-04	2.798063e-02
SESN3	sestrin 3	1561	18	0	1	4	1	4	2	11	8	8	1.922813e-02	6.000000e-04	8.971000e-01	1.771547e-02	8.977052e-01	9.769335e-01	2.280290e-04	2.855552e-02
PTPRH	protein tyrosine phosphatase, receptor type, H	3424	5	1	2	18	0	0	1	19	18	16	2.648271e-02	1.233333e-03	3.657333e-01	6.921096e-05	3.583159e-01	9.542384e-01	2.301187e-04	2.861984e-02
TRAF6	TNF receptor-associated factor 6	1589	6	0	1	4	6	0	0	10	10	9	1.002780e-03	1.730000e-02	2.198000e-01	2.790808e-02	2.209677e-01	8.771696e-01	2.337407e-04	2.887255e-02
ALOX15	arachidonate 15-lipoxygenase	2111	2	0	0	9	2	0	0	11	11	10	1.237473e-04	1.530000e-01	8.020000e-01	2.571155e-02	8.014452e-01	5.549688e-01	2.489219e-04	3.054003e-02
SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	1006	0	0	1	9	1	0	1	11	11	8	1.394360e-02	1.250000e-03	8.451500e-01	1.601532e-04	8.481855e-01	9.863203e-01	2.537800e-04	3.092709e-02
GLDC	glycine dehydrogenase (decarboxylating)	3159	26	2	3	16	0	0	0	16	15	13	1.158238e-01	2.111111e-04	7.181000e-01	4.534950e-05	7.118167e-01	2.755873e-01	2.703993e-04	3.273274e-02
CIITA	class II, major histocompatibility complex, transactivator	3511	6	2	5	27	1	2	5	35	29	34	4.785868e-04	1	1.120000e-02	1	1.221325e-02	5.368367e-01	2.790564e-04	3.355699e-02
WRNIP1	Werner helicase interacting protein 1	2022	0	0	6	9	1	0	3	13	12	9	7.075345e-01	2.000000e-05	1	5.341858e-05	9.999968e-01	3.535702e-01	3.979689e-04	4.754158e-02
C3orf33	chromosome 3 open reading frame 33	901	2	0	0	7	1	0	1	9	9	9	3.585697e-05	1	8.900000e-01	1	8.614638e-01	2.590193e-01	4.028879e-04	4.755842e-02
TMEM82	transmembrane protein 82	1052	8	1	3	3	0	0	3	6	6	3	2.243871e-01	9.000000e-05	4.914600e-01	1.789684e-05	4.902159e-01	2.343088e-01	4.033482e-04	4.755842e-02
ATN1	atrophin 1	3605	29	0	5	3	0	0	4	7	7	4	6.708595e-01	1.900000e-04	4.936000e-02	7.440946e-10	4.806431e-02	2.232984e-01	4.476120e-04	5.243703e-02
BEST3	bestrophin 3	2331	1	0	0	9	0	0	1	10	10	8	2.023836e-02	5.320000e-02	4.800000e-03	1.906454e-02	4.675438e-03	7.422403e-01	4.703110e-04	5.474299e-02
ARID5B	AT rich interactive domain 5B (MRF1-like)	3609	0	0	10	18	2	2	0	22	19	20	4.778435e-01	1.000000e-05	1.246000e-02	4.627871e-02	1.222194e-02	8.824041e-01	4.753948e-04	5.498229e-02
NANOG	Nanog homeobox	930	0	0	0	4	1	0	1	6	5	4	3.655641e-02	6.333333e-04	7.485000e-01	1.066658e-02	7.462392e-01	6.919763e-01	4.840507e-04	5.562907e-02
BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	2624	2	5	7	21	8	0	0	29	25	21	1.829414e-01	5.666667e-04	3.577778e-02	1.392664e-12	3.244941e-02	2.322045e-01	4.925849e-04	5.625381e-02
METTL22	methyltransferase like 22	1251	0	0	1	4	0	0	0	4	4	2	2.845890e-01	1.400000e-04	8.134200e-01	4.773896e-03	8.120927e-01	3.514268e-01	5.007421e-04	5.682797e-02
P2RY8	purinergic receptor P2Y, G-protein coupled, 8	2160	1	0	6	48	3	0	3	54	43	49	3.727607e-03	5.470000e-02	1.520000e-02	3.424678e-01	1.316048e-02	1.555248e-09	5.038933e-04	5.683040e-02
GPR126	G protein-coupled receptor 126	3899	12	2	4	14	1	0	0	15	15	11	4.289859e-01	4.000000e-05	9.168300e-01	2.290649e-08	9.159981e-01	9.999994e-01	5.172496e-04	5.797666e-02
KIAA1919	KIAA1919	1569	22	0	1	5	3	0	0	8	5	4	2.073067e-01	2.000000e-04	6.701000e-01	4.037647e-06	6.690569e-01	9.999778e-01	5.375957e-04	5.966222e-02
PELP1	proline, glutamate and leucine rich protein 1	4037	9	0	4	6	0	0	1	7	7	5	9.872546e-01	1.600000e-04	2.242900e-01	2.141745e-06	2.247646e-01	2.710051e-01	5.388591e-04	5.966222e-02
VEZF1	vascular endothelial zinc finger 1	1594	15	1	2	3	1	0	5	9	9	6	1.468403e-02	1.500000e-03	9.214000e-01	3.068490e-08	9.166268e-01	1.184726e-01	5.444385e-04	5.991463e-02
AUNIP	aurora kinase A and ninein interacting protein	1155	18	0	1	1	0	0	4	5	5	2	1.405045e-01	1.200000e-04	6.335300e-01	3.192820e-09	6.331997e-01	1.328554e-01	5.509311e-04	6.026390e-02
ANKRD35	ankyrin repeat domain 35	3054	1	3	17	13	6	0	0	19	18	14	8.809119e-01	3.000000e-05	3.518300e-01	1.066150e-07	3.445701e-01	3.457822e-01	5.733660e-04	6.234240e-02
PIM2	pim-2 oncogene	956	0	10	16	29	0	1	3	33	25	25	6.727719e-01	1.100000e-04	1.757000e-01	2.703519e-01	1.712934e-01	1.702851e-01	5.828806e-04	6.299968e-02
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	2500	2	1	1	7	1	2	0	10	10	10	1.369599e-02	1	5.333333e-04	1	4.286414e-04	7.012923e-01	6.591126e-04	7.081755e-02
HIST1H2AG	histone cluster 1, H2ag	393	0	2	13	16	1	0	5	22	22	18	9.217782e-03	3.600000e-03	9.387000e-01	4.471462e-01	9.361172e-01	9.629725e-01	6.692726e-04	7.148619e-02
TMCO4	transmembrane and coiled-coil domains 4	2042	4	2	5	1	1	0	4	6	6	3	5.834124e-01	1.700000e-04	1.306300e-01	1.747416e-09	1.301897e-01	8.850264e-01	6.837173e-04	7.260199e-02
RAD9A	RAD9 homolog A (S. pombe)	1216	6	0	2	5	0	0	0	5	5	3	2.247521e-01	2.500000e-04	1.841500e-01	6.710366e-06	1.805493e-01	6.379794e-02	7.150141e-04	7.528797e-02
SASH3	SAM and SH3 domain containing 3	1171	7	0	0	5	0	0	0	5	5	4	1.611052e-01	3.200000e-04	3.516000e-01	8.485318e-03	3.515537e-01	8.790195e-03	7.173047e-04	7.528797e-02
SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	809	0	2	6	10	0	2	1	13	12	10	9.903734e-01	7.466000e-02	4.000000e-05	9.139313e-07	6.484430e-05	4.466842e-02	7.332410e-04	7.651833e-02
HIAT1	hippocampus abundant transcript 1	1517	0	0	2	5	1	0	0	6	6	5	2.912997e-01	1.400000e-04	9.582300e-01	9.825255e-03	9.569272e-01	9.616162e-01	7.388484e-04	7.666291e-02
DKK4	dickkopf homolog 4 (Xenopus laevis)	687	3	0	0	4	1	0	1	6	6	6	3.034125e-04	1	1.700000e-01	1.000000e+00	1.775353e-01	3.881623e-01	7.492370e-04	7.729912e-02
FNBP1	formin binding protein 1	2014	0	0	1	12	0	0	0	12	11	8	5.593957e-02	7.333333e-04	6.375667e-01	2.758327e-11	6.402115e-01	7.584787e-03	7.656749e-04	7.854872e-02
UVRAG	UV radiation resistance associated gene	2223	10	1	1	5	0	0	3	8	7	5	3.583060e-01	2.285714e-04	3.094143e-01	9.386109e-03	3.109919e-01	5.802690e-02	8.042359e-04	8.204110e-02
METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	1044	2	1	1	6	0	0	0	6	6	6	5.227010e-02	1	1.666667e-04	1.000000e+00	2.208374e-04	9.585162e-01	8.524842e-04	8.647714e-02
INTS3	integrator complex subunit 3	3439	11	0	3	0	0	1	4	5	4	3	8.277443e-01	1.000000e-04	1.231200e-01	3.373583e-07	1.231674e-01	1.294080e-01	8.608037e-04	8.683597e-02
TBC1D12	TBC1 domain family, member 12	2376	0	0	5	6	0	0	7	13	12	7	6.554587e-01	1.000000e-05	1	1.000000e-16	1.000000e+00	3.762631e-01	8.836577e-04	8.864893e-02
OLIG1	oligodendrocyte transcription factor 1	816	3	0	1	5	0	0	2	7	7	4	6.774242e-01	9.000000e-05	7.799300e-01	2.535082e-02	7.792653e-01	2.792498e-03	9.103676e-04	9.082667e-02
FCRL3	Fc receptor-like 3	2285	3	2	5	12	0	2	1	15	14	13	1.695534e-01	4.000000e-04	5.052000e-01	3.905081e-02	4.998663e-01	7.490522e-01	9.192368e-04	9.121039e-02
TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	2483	6	1	1	7	0	2	0	9	9	7	4.396882e-02	1.150000e-03	3.844000e-01	1.437580e-02	3.828746e-01	5.110905e-01	9.296807e-04	9.174534e-02
ADCY7	adenylate cyclase 7	3386	0	2	7	8	0	0	0	8	8	6	9.361009e-01	2.500000e-04	1.683000e-01	8.226781e-03	1.691936e-01	9.240458e-01	9.619722e-04	9.441887e-02
POTEH	POTE ankyrin domain family, member H	1676	153	0	1	5	0	0	0	5	4	4	9.999475e-01	1.000000e-04	1.720000e-03	3.571780e-03	8.822053e-04	9.992629e-01	1.020986e-03	9.967236e-02
SRSF7	serine/arginine-rich splicing factor 7	745	11	0	2	6	0	2	0	8	7	6	3.660795e-02	2.000000e-03	4.103000e-01	6.213877e-05	4.155399e-01	9.045640e-01	1.044050e-03	1.010179e-01
PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	629	10	0	0	4	0	0	0	4	4	2	1.812410e-01	3.000000e-04	9.600000e-03	9.451244e-03	9.113920e-03	9.928704e-03	1.045896e-03	1.010179e-01
SLC22A16	solute carrier family 22 (organic cation/carnitine transporter), member 16	1909	0	0	1	8	0	0	0	8	8	6	1.139769e-01	4.200000e-03	7.985000e-02	1.450377e-02	8.050418e-02	9.983000e-01	1.096944e-03	1.053879e-01
WDR11	WD repeat domain 11	3787	3	0	0	11	0	0	0	11	10	10	6.065321e-03	5.900000e-02	2.990000e-01	1.180986e-02	2.910970e-01	3.980228e-01	1.105137e-03	1.056162e-01
NOL9	nucleolar protein 9	2153	0	6	24	27	0	1	0	28	26	20	9.999999e-01	1.000000e-05	9.996300e-01	5.542658e-04	9.995298e-01	3.175811e-01	1.112653e-03	1.057778e-01
CTSE	cathepsin E	1281	3	0	0	11	1	0	0	12	10	9	2.292634e-03	1.120000e-01	2.500000e-01	3.449700e-02	2.624691e-01	8.978855e-01	1.175555e-03	1.103700e-01
ALDH1B1	aldehyde dehydrogenase 1 family, member B1	1558	9	0	1	8	2	0	0	10	9	8	4.423849e-02	1.550000e-03	8.876000e-01	2.288281e-02	8.900806e-01	1.064117e-01	1.178341e-03	1.103700e-01
HIST1H2BD	histone cluster 1, H2bd	385	0	0	12	6	0	0	1	7	7	7	9.787464e-01	1	3.000000e-05	1.000000e+00	1.028071e-05	4.385350e-01	1.180310e-03	1.103700e-01
ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	364	0	2	3	23	1	2	5	31	20	22	5.513924e-04	1.890000e-01	4.300000e-01	8.171290e-07	4.505137e-01	6.790260e-01	1.185271e-03	1.103700e-01
MMP1	matrix metallopeptidase 1 (interstitial collagenase)	1446	11	0	1	7	0	0	1	8	8	7	2.589582e-02	7.150000e-02	3.300000e-02	1.915784e-02	3.375584e-02	2.172488e-01	1.334836e-03	1.236631e-01
HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	8291	5	1	9	12	0	0	1	13	10	9	9.946116e-01	8.000000e-05	8.246700e-01	3.674501e-10	8.246907e-01	9.905847e-01	1.375645e-03	1.263518e-01
KRT39	keratin 39	1500	19	0	3	4	0	0	0	4	4	2	8.369140e-01	4.111111e-04	1.380556e-01	3.984501e-03	1.365054e-01	3.692583e-01	1.377776e-03	1.263518e-01
VMP1	vacuole membrane protein 1	1261	0	16	12	31	2	4	3	40	33	28	1.986763e-01	2.142857e-04	2.799857e-01	9.947598e-13	2.709451e-01	9.820428e-01	1.449476e-03	1.320214e-01
RBP4	retinol binding protein 4, plasma	675	13	0	2	5	0	0	0	5	5	3	2.962340e-01	4.250000e-04	9.534250e-01	2.151536e-05	9.533517e-01	7.949122e-03	1.454140e-03	1.320214e-01
MYO1E	myosin IE	3435	0	8	5	2	0	3	0	5	5	4	9.938688e-01	1.200000e-04	5.912800e-01	2.904864e-03	5.909407e-01	6.779877e-01	1.462631e-03	1.321316e-01
SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	1952	10	0	2	5	2	0	6	13	13	13	2.460334e-03	9.700000e-02	3.560000e-01	1	3.647875e-01	5.197204e-01	1.471439e-03	1.321819e-01
SCAF8	SR-related CTD-associated factor 8	4098	0	1	2	7	0	1	1	9	9	7	4.762009e-01	2.500000e-04	9.792333e-01	4.986677e-06	9.797550e-01	9.985228e-01	1.477746e-03	1.321819e-01
ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	4558	0	0	0	11	1	1	0	13	13	12	1.626855e-02	8.430000e-02	6.820000e-02	1.696780e-02	6.871374e-02	1.036957e-01	1.581904e-03	1.402360e-01
GSTA1	glutathione S-transferase A1	689	21	0	0	4	1	0	0	5	5	4	6.784923e-02	3.880000e-02	3.800000e-03	1.435729e-02	3.208772e-03	7.511499e-01	1.583235e-03	1.402360e-01
POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	3621	6	2	2	4	0	0	0	4	4	3	7.834930e-01	6.400000e-03	9.712500e-03	1.654335e-03	1.010310e-02	3.043711e-01	1.615069e-03	1.423612e-01
HEG1	HEG homolog 1 (zebrafish)	4210	2	0	7	26	1	2	1	30	28	13	3.198422e-02	1.700000e-03	9.967000e-01	2.842171e-14	9.970596e-01	2.881351e-08	1.641353e-03	1.437770e-01
TRIM50	tripartite motif-containing 50	1484	0	0	4	4	0	0	2	6	6	4	6.961216e-01	5.677778e-03	8.577778e-03	1.004232e-02	9.107249e-03	1.835843e-01	1.646966e-03	1.437770e-01
VPS39	vacuolar protein sorting 39 homolog (S. cerevisiae)	2761	5	1	2	10	0	0	0	10	10	8	9.094638e-02	3.000000e-03	3.881000e-01	1.616151e-02	3.894889e-01	1.375279e-01	1.669815e-03	1.450742e-01
C5orf20	chromosome 5 open reading frame 20	735	11	0	0	5	0	0	0	5	5	2	3.640459e-02	3.500000e-03	2.644000e-01	1.237560e-08	2.593819e-01	9.997611e-01	1.718105e-03	1.485588e-01
RRAGC	Ras-related GTP binding C	1224	4	0	3	9	0	2	1	12	10	10	2.036914e-02	7.900000e-03	7.184000e-01	3.607310e-02	7.240084e-01	4.802452e-01	1.743138e-03	1.494684e-01
HEATR5B	HEAT repeat containing 5B	6352	0	0	3	9	0	3	2	14	12	13	1.578362e-01	8.000000e-04	5.788500e-01	1.033637e-02	5.847868e-01	1.984583e-01	1.745087e-03	1.494684e-01
TREX2	three prime repair exonuclease 2	894	2	0	0	4	0	0	0	4	4	4	5.537402e-01	1	1.000000e-04	1.000000e+00	4.871173e-05	3.886349e-04	1.755615e-03	1.496642e-01
NLRC5	NLR family, CARD domain containing 5	5849	17	6	6	16	5	2	3	26	24	26	2.009982e-03	2.230000e-01	2.230000e-01	1	2.246359e-01	1.617349e-01	1.860519e-03	1.578659e-01
OR4F17	olfactory receptor, family 4, subfamily F, member 17	918	142	0	0	0	0	0	3	3	3	1	1.992195e-01	1.000000e-03	9.496222e-01	1.176354e-06	9.497192e-01	3.787314e-01	1.896789e-03	1.601949e-01
KRT82	keratin 82	1574	45	1	1	11	2	0	0	13	13	13	6.183467e-04	3.910000e-01	4.970000e-01	1	4.915919e-01	7.167495e-01	1.943183e-03	1.633534e-01
HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	1547	1	4	3	6	0	6	0	12	12	8	3.206350e-01	4.275000e-03	7.425000e-03	1.363532e-10	6.922227e-03	9.687388e-01	1.974917e-03	1.652560e-01
SLC27A6	solute carrier family 27 (fatty acid transporter), member 6	1896	2	1	3	5	0	1	6	12	12	8	4.268270e-01	2.500000e-04	3.959667e-01	6.058087e-11	3.957085e-01	2.338931e-02	2.077254e-03	1.730219e-01
CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	1758	2	0	0	6	1	3	0	10	9	10	2.176306e-03	1	4.100000e-02	1	3.746837e-02	7.957271e-01	2.144340e-03	1.773422e-01
ZNF106		5846	6	2	7	11	0	1	1	13	12	11	9.161078e-01	1.500000e-04	6.905300e-01	1.122215e-02	6.900864e-01	9.999865e-01	2.148655e-03	1.773422e-01
HSPA1L	heat shock 70kDa protein 1-like	1927	1	0	0	8	1	0	1	10	10	9	2.135191e-03	1.030000e-01	4.910000e-01	2.308381e-02	5.175133e-01	9.817384e-01	2.161840e-03	1.776230e-01
DOCK2	dedicator of cytokinesis 2	5697	4	1	5	15	0	0	0	15	15	15	5.822547e-01	1.850000e-03	6.670000e-02	1	6.416177e-02	8.003754e-01	2.181101e-03	1.783984e-01
TRIM68	tripartite motif-containing 68	1478	4	1	0	4	1	1	0	6	6	5	1.189187e-01	1.907000e-01	1.500000e-03	1.008283e-02	1.325999e-03	4.445351e-01	2.222334e-03	1.809558e-01
C11orf35	chromosome 11 open reading frame 35	1957	32	0	2	8	0	1	0	9	9	8	2.538942e-01	2.950000e-03	5.980000e-02	1.821660e-02	5.944205e-02	1.694546e-03	2.250364e-03	1.824201e-01
SFXN3	sideroflexin 3	1018	10	3	1	3	0	0	3	6	6	4	8.463108e-02	1.900000e-03	9.885000e-01	1.910608e-05	9.884696e-01	2.196927e-01	2.285568e-03	1.844504e-01
FCRLA	Fc receptor-like A	1191	0	0	0	5	1	1	0	7	7	6	1.179435e-02	4.400000e-02	2.750000e-01	1.745110e-02	2.742569e-01	3.574459e-02	2.401927e-03	1.923035e-01
XPO1	exportin 1 (CRM1 homolog, yeast)	3312	0	4	5	9	0	2	0	11	11	5	8.657795e-01	2.142857e-04	4.223000e-01	1.000000e-16	4.103500e-01	8.729838e-01	2.404058e-03	1.923035e-01
IQSEC1	IQ motif and Sec7 domain 1	2944	0	0	11	6	0	1	0	7	7	5	9.869968e-01	1.875000e-04	8.918250e-01	7.103366e-03	8.910485e-01	5.958677e-02	2.500312e-03	1.991257e-01
SYPL2	synaptophysin-like 2	839	31	0	1	9	0	0	0	9	9	7	3.488756e-03	5.500000e-02	9.780000e-01	1.175707e-04	9.824612e-01	1.072699e-01	2.563242e-03	2.020414e-01
MTERFD2	MTERF domain containing 2	1452	2	1	1	3	0	0	2	5	5	4	1.866106e-01	2.390000e-02	5.910000e-02	6.842262e-03	5.785964e-02	3.110153e-01	2.569914e-03	2.020414e-01
TDRD6	tudor domain containing 6	6303	4	1	12	25	2	0	2	29	23	26	6.665799e-01	3.000000e-04	9.253000e-01	4.441542e-05	9.225250e-01	8.615152e-01	2.570304e-03	2.020414e-01
OR2B2	olfactory receptor, family 2, subfamily B, member 2	1074	0	0	1	9	0	0	0	9	9	7	8.343212e-02	2.600000e-03	3.648000e-01	7.198213e-05	3.670025e-01	9.763281e-01	2.600595e-03	2.035414e-01
GPR176	G protein-coupled receptor 176	1657	2	0	0	4	0	0	0	4	4	2	4.000600e-01	5.833333e-04	2.287500e-01	3.603961e-03	2.279632e-01	1.449960e-02	2.679723e-03	2.088344e-01
SPACA3	sperm acrosome associated 3	664	2	0	4	7	1	0	0	8	8	6	2.895993e-01	1.235000e-02	2.180000e-02	4.120110e-02	2.197578e-02	4.882128e-01	2.766581e-03	2.141161e-01
ESYT2	extended synaptotagmin-like protein 2	2794	1	3	3	7	0	0	0	7	7	5	8.551318e-01	2.714286e-04	9.690714e-01	4.459503e-06	9.696921e-01	1.486109e-02	2.777308e-03	2.141161e-01
RAD54L2	RAD54-like 2 (S. cerevisiae)	4484	1	0	1	8	0	1	0	9	9	8	1.803947e-01	1.250000e-03	9.325500e-01	7.994333e-03	9.344035e-01	9.753397e-01	2.787557e-03	2.141161e-01
AADAT	aminoadipate aminotransferase	1338	1	0	0	6	1	0	1	8	8	7	2.785163e-02	5.060000e-02	1.346000e-01	2.068640e-02	1.351510e-01	3.389240e-01	2.807628e-03	2.141161e-01
HLA-DMB	major histocompatibility complex, class II, DM beta	839	1	3	4	12	3	4	6	25	20	24	4.989081e-03	6.400000e-01	1.800000e-02	1	1.465503e-02	3.573668e-01	2.809001e-03	2.141161e-01
RPL10	ribosomal protein L10	665	105	1	1	10	0	0	0	10	8	9	1.315541e-03	1.900000e-01	5.100000e-01	4.114057e-02	4.933951e-01	1.338560e-04	2.818248e-03	2.141161e-01
MROH2B		4922	36	5	6	17	0	3	5	25	24	20	6.553332e-01	3.200000e-04	5.138400e-01	7.193535e-11	5.092947e-01	9.730631e-01	2.851277e-03	2.150878e-01
HTRA4	HtrA serine peptidase 4	1463	5	0	0	4	0	1	2	7	7	6	2.086014e-02	4.500000e-02	1.990000e-01	1.423384e-02	2.008137e-01	1.875181e-01	2.854729e-03	2.150878e-01
MAGEA1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	930	0	0	2	4	0	0	1	5	5	3	3.769487e-01	8.500000e-04	5.367500e-01	1.144481e-05	5.356231e-01	7.809127e-01	2.898371e-03	2.174736e-01
LARP4	La ribonucleoprotein domain family, member 4	2255	43	1	2	2	0	3	0	5	5	5	1.904318e-01	1.250000e-02	8.000000e-03	1.000000e+00	7.513503e-03	5.526377e-01	2.925127e-03	2.184518e-01
ZNF608	zinc finger protein 608	4571	0	3	19	55	7	2	5	69	47	64	3.387743e-03	5.500000e-02	9.920000e-01	2.110787e-01	9.912873e-01	7.145593e-01	2.937092e-03	2.184518e-01
ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	1481	0	1	1	6	0	1	0	7	7	6	1.813998e-01	3.300000e-03	2.702000e-01	1.406228e-02	2.796900e-01	8.851981e-01	2.947499e-03	2.184518e-01
TMEM119	transmembrane protein 119	852	49	0	1	3	0	0	0	3	3	1	3.304632e-01	1.000000e-03	3.890000e-03	1.364748e-06	3.910351e-03	1.471639e-01	2.979131e-03	2.193142e-01
TCL1A	T-cell leukemia/lymphoma 1A	360	0	11	1	11	3	3	1	18	15	16	8.710063e-02	4.300000e-03	6.530000e-02	2.578341e-01	6.721414e-02	8.092720e-01	2.983292e-03	2.193142e-01
ZNF677	zinc finger protein 677	1991	2	0	0	5	0	0	3	8	8	6	3.714597e-01	1.450000e-03	5.270500e-01	1.393197e-05	5.241981e-01	6.602984e-03	3.009970e-03	2.203832e-01
LAMC3	laminin, gamma 3	4836	18	0	5	17	0	2	1	20	19	17	1.126223e-01	1.550000e-03	6.168000e-01	3.475727e-02	6.118727e-01	5.724083e-01	3.128222e-03	2.281215e-01
FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	1136	7	0	1	9	0	0	0	9	9	7	1.115178e-02	1.500000e-02	3.850000e-01	6.438009e-05	3.762020e-01	7.262610e-01	3.278003e-03	2.374274e-01
PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	2381	4	3	3	9	0	4	0	13	11	12	2.950033e-01	2.150000e-03	1.857000e-01	2.279223e-02	1.832304e-01	9.106743e-01	3.283895e-03	2.374274e-01
MFSD6L	major facilitator superfamily domain containing 6-like	1761	20	0	2	5	0	0	3	8	8	6	3.538649e-01	7.500000e-04	7.288000e-01	1.793804e-05	7.309559e-01	9.062320e-02	3.306052e-03	2.374274e-01
POLG	polymerase (DNA directed), gamma	3804	10	0	6	8	0	1	0	9	8	7	8.748753e-01	4.250000e-04	4.311500e-01	7.330771e-03	4.375438e-01	4.298748e-01	3.308136e-03	2.374274e-01
LAP3	leucine aminopeptidase 3	1608	6	0	0	5	0	0	0	5	5	4	1.245841e-01	1.930000e-02	1.036000e-01	6.190017e-03	1.045219e-01	3.778548e-01	3.323373e-03	2.375065e-01
