rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
159	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	1010	17	0	1	10	1	0	1	12	12	9	1.821447e-03	1.700000e-03	9.212000e-01	6.279795e-05	7.212594e-03
160	SIN3A	SIN3 homolog A, transcription regulator (yeast)	3902	9	0	4	19	3	1	1	24	22	22	1.485138e-03	2.200000e-02	2.930000e-02	6.300241e-05	7.212594e-03
161	OR2T11	olfactory receptor, family 2, subfamily T, member 11	951	3	0	1	7	0	0	0	7	5	5	5.078489e-01	2.210000e-03	2.330000e-03	6.698779e-05	7.621214e-03
162	ACTG1	actin, gamma 1	1148	0	0	22	47	0	1	2	50	41	36	5.236347e-01	1.000000e-05	8.083300e-01	6.890973e-05	7.791478e-03
163	CLEC2D	C-type lectin domain family 2, member D	680	6	0	0	5	1	2	2	10	9	8	8.915911e-04	1.960000e-02	1.226000e-01	7.028501e-05	7.898224e-03
164	C1orf135	chromosome 1 open reading frame 135	1082	28	0	1	1	0	0	6	7	7	2	1.084530e-01	1.000000e-05	7.716300e-01	7.117185e-05	7.949115e-03
165	OSBPL10	oxysterol binding protein-like 10	2339	0	1	40	88	3	13	3	107	74	53	5.572492e-01	1.000000e-05	1	7.298665e-05	8.102403e-03
166	HIST1H2AM	histone cluster 1, H2am	778	0	0	25	40	1	0	3	44	42	24	6.437341e-01	1.000000e-05	3.345500e-01	8.338542e-05	9.151336e-03
167	RNPS1	RNA binding protein S1, serine-rich domain	942	33	0	1	3	0	0	6	9	9	4	3.578590e-03	5.250000e-04	9.865500e-01	8.343468e-05	9.151336e-03
168	COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	1022	0	0	4	4	0	0	5	9	9	5	3.870726e-02	9.000000e-05	9.887100e-01	8.509191e-05	9.277551e-03
169	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	2542	8	0	3	9	0	0	0	9	8	7	7.194847e-01	1.000000e-05	5.115300e-01	9.239727e-05	1.001444e-02
170	KIAA1919	KIAA1919	1569	30	0	2	5	3	0	0	8	5	4	2.436780e-01	1.000000e-05	7.745500e-01	9.376404e-05	1.010280e-02
171	KLHL14	kelch-like 14 (Drosophila)	1919	0	0	58	69	19	0	15	103	52	77	7.481660e-01	1.000000e-05	9.981600e-01	9.578812e-05	1.026053e-02
172	HNF1B	HNF1 homeobox B	1706	6	0	1	15	1	1	1	18	16	17	2.309229e-04	3.700000e-02	1.950000e-01	9.742503e-05	1.037520e-02
173	C11orf35	chromosome 11 open reading frame 35	1973	17	0	2	9	0	2	0	11	11	10	4.863117e-03	8.800000e-03	8.880000e-02	9.931517e-05	1.051535e-02
174	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa	745	91	0	2	9	0	2	0	11	10	9	1.416674e-02	8.333333e-04	3.638667e-01	1.022150e-04	1.076019e-02
175	TBC1D12	TBC1 domain family, member 12	2376	3	0	6	7	0	0	8	15	14	9	7.651706e-02	5.000000e-05	1	1.067704e-04	1.117078e-02
176	VEZF1	vascular endothelial zinc finger 1	1586	23	0	2	3	1	0	7	11	11	6	3.527175e-02	9.000000e-05	9.907100e-01	1.073351e-04	1.117078e-02
177	PABPN1	poly(A) binding protein, nuclear 1	945	4	0	0	5	0	0	0	5	5	3	4.006705e-03	2.200000e-03	9.842000e-01	1.114104e-04	1.152940e-02
178	INTS3	integrator complex subunit 3	3245	17	0	3	0	0	1	4	5	4	3	9.587731e-01	3.000000e-05	2.118800e-01	1.203742e-04	1.225664e-02
179	POTEH	POTE ankyrin domain family, member H	1679	18	0	1	5	0	0	0	5	4	4	9.879370e-01	3.800000e-04	2.500000e-04	1.237397e-04	1.225664e-02
180	OR10C1	olfactory receptor, family 10, subfamily C, member 1	938	0	0	13	22	1	0	0	23	15	9	9.963462e-01	1.000000e-05	9.999300e-01	1.247085e-04	1.225664e-02
181	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	8186	1	0	15	15	0	0	1	16	13	12	9.991327e-01	1.000000e-05	5.442300e-01	1.250294e-04	1.225664e-02
182	BTG1	B-cell translocation gene 1, anti-proliferative	520	0	0	134	143	10	5	17	175	104	104	9.997691e-01	1.000000e-05	1	1.251027e-04	1.225664e-02
183	NOL9	nucleolar protein 9	2155	0	0	27	30	0	1	0	31	29	23	9.997904e-01	1.000000e-05	9.999400e-01	1.251051e-04	1.225664e-02
184	IRF4	interferon regulatory factor 4	1388	0	2	29	65	2	2	1	70	36	42	9.999896e-01	1.000000e-05	4.610000e-03	1.251281e-04	1.225664e-02
185	HIST1H2BD	histone cluster 1, H2bd	1010	1	0	17	10	0	0	0	10	10	9	9.999974e-01	3.711000e-02	1.000000e-05	1.251290e-04	1.225664e-02
186	TTN	titin	111447	2	17	106	265	10	4	9	288	176	278	9.999998e-01	1.000000e-05	9.483600e-01	1.251292e-04	1.225664e-02
187	BCL2	B-cell CLL/lymphoma 2	757	0	22	187	196	0	0	0	196	97	107	1	1.000000e-05	1	1.251293e-04	1.225664e-02
188	ZFR2	zinc finger RNA binding protein 2	3056	9	0	6	17	1	3	0	21	21	18	5.392221e-05	1.670000e-01	9.150000e-01	1.310434e-04	1.276767e-02
189	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	927	23	0	2	8	1	4	0	13	12	12	8.962385e-05	5.800000e-02	4.850000e-01	1.368647e-04	1.326429e-02
190	SYPL2	synaptophysin-like 2	839	40	0	1	13	0	0	0	13	13	10	1.155847e-04	6.600000e-02	9.970000e-01	1.376910e-04	1.327413e-02
191	MYST4	MYST histone acetyltransferase (monocytic leukemia) 4	6282	1	0	7	12	1	0	9	22	20	17	4.555664e-02	1.700000e-04	4.881900e-01	1.667445e-04	1.599088e-02
192	PDS5B	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	4480	3	0	2	11	2	3	3	19	19	17	6.673408e-04	1.500000e-02	9.990000e-01	1.706286e-04	1.627814e-02
193	NANOG	Nanog homeobox	930	2	0	0	4	1	0	1	6	5	4	1.574103e-01	1.300000e-04	8.092700e-01	1.723350e-04	1.635575e-02
194	DCDC2B	doublecortin domain containing 2B	2338	14	0	1	2	1	0	5	8	8	4	5.151853e-03	2.000000e-03	8.283000e-01	1.752161e-04	1.654347e-02
195	WRNIP1	Werner helicase interacting protein 1	2022	0	0	8	10	1	0	3	14	13	9	1.356761e-01	2.000000e-05	1	1.807716e-04	1.698048e-02
196	RC3H1	ring finger and CCCH-type zinc finger domains 1	3476	0	0	0	21	1	0	1	23	21	20	7.902977e-02	1.862500e-03	3.977500e-02	1.905427e-04	1.780700e-02
197	SIK3	SIK family kinase 3	3886	11	0	5	12	0	1	1	14	13	12	2.935126e-01	2.000000e-05	6.699800e-01	2.103957e-04	1.956253e-02
198	MUC6	mucin 6, oligomeric mucus/gel-forming	7450	3	0	14	25	1	0	6	32	30	29	6.735362e-02	1.317700e-01	7.000000e-05	2.240172e-04	2.066140e-02
199	PRPS1	phosphoribosyl pyrophosphate synthetase 1	981	12	0	0	6	0	0	0	6	6	4	9.000312e-03	1.800000e-03	3.260000e-01	2.244701e-04	2.066140e-02
200	IL10	interleukin 10	555	14	0	2	9	1	1	0	11	11	10	4.724607e-05	3.340000e-01	7.930000e-01	2.280401e-04	2.088505e-02
201	CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	2934	9	0	6	9	0	1	9	19	19	11	2.766434e-02	1.888889e-04	8.349667e-01	2.395008e-04	2.166420e-02
202	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	1084	7	0	1	10	0	0	0	10	10	8	1.069751e-03	2.500000e-02	3.450000e-01	2.399123e-04	2.166420e-02
203	RASA2	RAS p21 protein activator 2	2644	5	0	2	7	4	0	3	14	13	12	1.589238e-04	6.300000e-02	9.690000e-01	2.400956e-04	2.166420e-02
204	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	1084	2	0	7	66	3	0	3	72	54	63	3.005731e-03	1.360000e-02	1.680000e-02	2.443837e-04	2.178459e-02
205	RUSC1	RUN and SH3 domain containing 1	4056	7	1	0	11	0	0	1	12	12	7	1.598699e-01	6.000000e-05	6.765800e-01	2.448533e-04	2.178459e-02
206	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	2415	8	0	2	7	1	2	0	10	10	10	3.058308e-03	1	1.600000e-03	2.449978e-04	2.178459e-02
207	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	3221	4	0	2	8	0	1	0	9	9	8	1.518095e-01	4.900000e-04	2.675600e-01	2.499179e-04	2.211471e-02
208	GSTA1	glutathione S-transferase A1	693	9	0	0	4	1	0	0	5	5	4	1.446001e-02	3.670000e-02	4.000000e-03	2.546117e-04	2.242174e-02
209	C10orf12	chromosome 10 open reading frame 12	3744	1	0	7	12	5	0	7	24	23	23	4.421762e-05	4.440000e-01	9.080000e-01	2.709276e-04	2.374441e-02
210	GGN	gametogenetin	1970	12	0	4	7	0	0	4	11	10	9	8.531718e-03	1.750000e-03	6.853500e-01	2.735723e-04	2.386202e-02
211	GBP5	guanylate binding protein 5	1801	6	0	2	8	0	1	1	10	10	8	2.630591e-01	2.000000e-05	3.105600e-01	2.758430e-04	2.394605e-02
212	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2355	72	0	4	11	0	1	0	12	12	9	2.667410e-01	5.300000e-04	4.164000e-02	2.793701e-04	2.413784e-02
213	HTRA4	HtrA serine peptidase 4	1463	1	0	0	5	0	1	2	8	8	7	1.108192e-03	1.140000e-01	9.600000e-02	2.833405e-04	2.436595e-02
214	COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	4601	5	0	7	20	3	8	0	31	27	31	2.461253e-05	1	7.770000e-01	2.858070e-04	2.446321e-02
215	IL4R	interleukin 4 receptor	2530	5	0	4	11	2	1	0	14	14	11	1.000141e-01	1.875000e-04	4.382750e-01	2.899533e-04	2.470267e-02
216	HEATR5A	HEAT repeat containing 5A	5380	1	0	3	12	2	1	5	20	16	17	2.751288e-02	8.000000e-04	8.899500e-01	3.164217e-04	2.683286e-02
217	FAM9A	family with sequence similarity 9, member A	1035	0	0	2	3	0	0	4	7	7	5	1.513225e-02	6.210000e-02	6.450000e-02	3.451828e-04	2.913693e-02
218	CXCL11	chemokine (C-X-C motif) ligand 11	299	5	0	1	3	2	0	0	5	5	4	5.965416e-04	9.000000e-02	3.800000e-01	3.530365e-04	2.966317e-02
219	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	1407	0	0	0	9	0	0	0	9	9	7	4.212820e-01	2.000000e-05	9.853500e-01	3.807694e-04	3.184727e-02
220	PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa	1219	103	0	0	5	0	0	1	6	6	5	2.530496e-04	1.170000e-01	5.940000e-01	3.828911e-04	3.187916e-02
221	GPR34	G protein-coupled receptor 34	1154	0	0	0	5	2	0	2	9	9	9	1.500980e-04	1	9.200000e-02	3.984446e-04	3.291325e-02
222	TRAP1	TNF receptor-associated protein 1	2189	0	0	5	5	0	1	3	9	9	7	1.332627e-01	2.666667e-03	3.216667e-02	3.996084e-04	3.291325e-02
223	NPVF	neuropeptide VF precursor	601	3	0	0	2	0	1	4	7	5	5	7.748577e-03	2.800000e-03	8.645000e-01	4.007017e-04	3.291325e-02
224	RANGAP1	Ran GTPase activating protein 1	1824	9	0	1	5	0	0	5	10	9	8	4.449297e-03	6.700000e-03	9.942000e-01	4.047538e-04	3.309766e-02
225	HIST1H1C	histone cluster 1, H1c	646	0	0	25	100	1	0	6	107	85	75	1.618661e-01	3.000000e-05	3.528300e-01	4.333812e-04	3.513131e-02
226	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	718	24	0	1	5	0	0	1	6	6	4	1.554223e-01	1.200000e-03	5.028333e-02	4.334594e-04	3.513131e-02
227	FAM26F	family with sequence similarity 26, member F	958	7	0	1	6	0	0	0	6	6	3	8.758338e-03	2.300000e-03	1	4.568378e-04	3.686299e-02
228	CIITA	class II, major histocompatibility complex, transactivator	3469	5	0	6	33	1	2	5	41	34	40	2.857723e-03	9.780000e-02	2.690000e-02	4.883334e-04	3.923159e-02
229	SF3B1	splicing factor 3b, subunit 1, 155kDa	4035	1	0	4	14	1	0	1	16	16	13	2.684792e-01	6.888889e-04	7.643333e-02	4.928606e-04	3.942239e-02
230	UVRAG	UV radiation resistance associated gene	2156	4	0	1	6	0	0	3	9	8	6	5.006839e-01	4.000000e-05	3.167500e-01	4.960142e-04	3.950214e-02
231	TMCO4	transmembrane and coiled-coil domains 4	1957	1	0	6	2	1	0	4	7	7	4	2.088486e-01	4.625000e-04	9.120000e-02	5.152816e-04	4.085893e-02
232	OLFML2A	olfactomedin-like 2A	1987	31	0	3	10	0	0	0	10	9	7	4.737476e-01	1.000000e-05	9.568700e-01	5.191052e-04	4.098470e-02
233	PRAMEF22	PRAME family member 22	2910	36	0	1	11	1	0	0	12	12	6	5.467534e-02	4.000000e-04	4.677000e-01	5.237447e-04	4.106510e-02
234	NLRC5	NLR family, CARD domain containing 5	5789	9	0	7	18	5	2	3	28	26	28	2.483298e-04	3.440000e-01	2.380000e-01	5.246074e-04	4.106510e-02
235	SASH3	SAM and SH3 domain containing 3	1171	11	0	1	5	0	0	0	5	5	4	1.721971e-01	7.400000e-04	4.345000e-01	5.615784e-04	4.377205e-02
236	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	1145	20	0	1	4	0	0	0	4	3	3	5.483043e-01	1.000000e-04	1.524700e-01	5.927863e-04	4.600876e-02
237	HDAC7	histone deacetylase 7	3076	4	0	1	24	1	0	1	26	23	25	8.463135e-04	4.400000e-02	9.020000e-01	6.028457e-04	4.659209e-02
238	ARID1B	AT rich interactive domain 1B (SWI1-like)	6826	1	0	26	30	6	2	4	42	36	37	8.272940e-01	3.000000e-05	9.999800e-01	6.229215e-04	4.794140e-02
239	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	413	2	0	4	13	4	1	0	18	14	17	1.061891e-03	4.100000e-02	2.000000e-01	6.277336e-04	4.810961e-02
240	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	368	0	0	5	26	1	2	5	34	23	24	7.558724e-03	3.100000e-03	3.732000e-01	6.771289e-04	5.167904e-02
241	HIAT1	hippocampus abundant transcript 1	1517	5	0	2	6	1	0	0	7	7	6	1.095268e-01	3.750000e-04	9.204750e-01	6.985727e-04	5.304671e-02
242	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	786	1	0	0	0	0	2	1	3	3	3	3.672048e-03	5.400000e-02	2.610000e-01	7.022389e-04	5.304671e-02
243	ANKRD40	ankyrin repeat domain 40	1123	5	0	0	6	0	0	4	10	10	7	7.703784e-03	4.500000e-03	6.186000e-01	7.037369e-04	5.304671e-02
244	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	2898	13	0	3	15	3	3	1	22	16	22	7.120637e-03	4.515000e-01	2.600000e-03	7.239637e-04	5.417668e-02
245	TPTE	transmembrane phosphatase with tensin homology	1740	1	0	8	30	1	6	2	39	33	26	9.775564e-01	2.000000e-05	1.375900e-01	7.246430e-04	5.417668e-02
246	INO80	INO80 homolog (S. cerevisiae)	4811	6	0	4	21	7	2	1	31	30	29	2.418326e-04	2.110000e-01	8.910000e-01	7.293721e-04	5.430858e-02
247	KIR3DL3	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3	1263	4	0	2	6	0	8	0	14	14	8	1.430930e-03	1.350000e-01	6.300000e-02	7.407966e-04	5.493591e-02
248	SLC22A16	solute carrier family 22 (organic cation/carnitine transporter), member 16	1764	1	0	1	15	0	0	0	15	15	11	1.139761e-01	2.571429e-04	3.947714e-01	7.553824e-04	5.565120e-02
249	ARMC2	armadillo repeat containing 2	2672	1	0	0	6	2	2	1	11	10	10	1.131880e-04	5.100000e-01	4.090000e-01	7.565185e-04	5.565120e-02
250	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	688	22	0	1	9	0	0	1	10	10	8	2.811811e-03	2.100000e-02	9.460000e-01	7.693487e-04	5.636864e-02
251	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1	1620	5	0	4	9	3	0	0	12	12	11	1.797300e-03	3.300000e-01	2.100000e-02	7.919718e-04	5.770144e-02
252	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	2924	3	0	1	9	0	3	0	12	12	10	1.309484e-02	6.500000e-03	4.837000e-01	7.963696e-04	5.770144e-02
253	CD19	CD19 molecule	1732	1	0	6	7	3	3	6	19	17	18	1.042736e-04	5.410000e-01	3.090000e-01	7.969899e-04	5.770144e-02
254	HLA-DMA	major histocompatibility complex, class II, DM alpha	804	33	1	1	9	2	1	0	12	9	10	1.179437e-03	3.700000e-02	4.830000e-01	8.143000e-04	5.872257e-02
255	C1QTNF4	C1q and tumor necrosis factor related protein 4	994	0	0	4	3	0	0	4	7	7	5	1.123685e-02	6.200000e-03	9.666000e-01	8.432139e-04	6.042491e-02
256	FBXW7	F-box and WD repeat domain containing 7	2580	1	1	2	12	1	2	1	16	15	14	2.331885e-03	6.600000e-02	2.000000e-01	8.499068e-04	6.042491e-02
257	ANKRD35	ankyrin repeat domain 35	3058	0	0	18	18	6	0	0	24	23	17	8.163637e-01	5.000000e-05	3.644600e-01	8.500987e-04	6.042491e-02
258	SYCP2	synaptonemal complex protein 2	4765	1	0	3	15	0	0	3	18	17	15	8.174290e-01	5.000000e-05	9.826600e-01	8.511015e-04	6.042491e-02
259	DSG4	desmoglein 4	3304	21	0	8	30	5	1	0	36	32	36	8.741066e-05	1	9.360000e-01	9.042539e-04	6.395065e-02
260	DERL1	Der1-like domain family, member 1	784	8	0	2	4	1	0	0	5	4	3	1.553241e-01	5.666667e-04	8.755000e-01	9.099178e-04	6.396612e-02
261	TMEM82	transmembrane protein 82	1052	12	0	3	4	0	0	3	7	7	4	1.520376e-01	3.200000e-04	5.182600e-01	9.114570e-04	6.396612e-02
262	PRSS21	protease, serine, 21 (testisin)	965	1	0	2	8	0	0	0	8	7	6	5.912522e-01	1.600000e-04	1.362900e-01	9.161797e-04	6.405215e-02
263	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	3415	2	0	4	7	3	1	2	13	12	12	1.059314e-03	6.500000e-02	9.800000e-01	9.583490e-04	6.674555e-02
264	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	1768	5	0	3	5	1	3	0	9	9	9	1.914251e-03	1	2.000000e-02	9.637178e-04	6.686523e-02
265	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	633	4	0	0	4	0	0	0	4	4	2	1.351419e-01	3.400000e-04	1.518000e-02	9.711434e-04	6.712617e-02
266	CNOT4	CCR4-NOT transcription complex, subunit 4	2063	3	0	2	7	1	2	1	11	11	11	1.718468e-03	9.000000e-02	3.010000e-01	9.862780e-04	6.791599e-02
267	EAPP	E2F-associated phosphoprotein	878	0	0	0	6	0	1	1	8	7	8	4.217582e-02	1	7.500000e-04	9.933981e-04	6.815009e-02
268	MAP1D	methionyl aminopeptidase type 1D (mitochondrial)	1046	70	0	1	7	0	0	0	7	7	7	1.440388e-02	1	1.400000e-03	1.035274e-03	7.065749e-02
269	RAD9A	RAD9 homolog A (S. pombe)	1218	15	0	2	5	0	1	0	6	6	4	9.852308e-02	7.333333e-04	3.764333e-01	1.037663e-03	7.065749e-02
270	MRGPRX2	MAS-related GPR, member X2	997	17	0	1	8	0	0	0	8	8	6	5.065829e-02	3.350000e-03	2.455500e-01	1.079619e-03	7.315647e-02
271	HLA-DRA	major histocompatibility complex, class II, DR alpha	783	5	0	1	9	0	2	0	11	9	10	6.794968e-03	2.820000e-02	2.278000e-01	1.082350e-03	7.315647e-02
272	OXA1L	oxidase (cytochrome c) assembly 1-like	1524	2	2	3	5	2	0	2	9	9	8	3.514112e-02	1.800000e-03	9.996000e-01	1.102963e-03	7.427565e-02
273	AMTN	amelotin	662	53	0	1	3	0	0	3	6	6	4	2.118966e-01	3.300000e-03	5.026000e-02	1.114351e-03	7.476763e-02
274	RBM16	RNA binding motif protein 16	3892	2	0	2	9	0	2	1	12	12	10	3.836719e-02	1.800000e-03	9.951000e-01	1.124175e-03	7.515152e-02
275	CD3G	CD3g molecule, gamma (CD3-TCR complex)	581	27	0	0	0	1	0	2	3	3	1	1.127705e-01	1.000000e-03	9.314200e-01	1.137872e-03	7.579056e-02
276	C5orf20	chromosome 5 open reading frame 20	1215	12	0	1	5	0	0	0	5	5	2	8.742997e-02	7.500000e-04	3.250500e-01	1.145945e-03	7.605170e-02
277	WDFY1	WD repeat and FYVE domain containing 1	1279	4	0	0	5	0	2	1	8	8	7	1.098168e-03	2.160000e-01	3.200000e-01	1.150944e-03	7.610770e-02
278	ARHGAP10	Rho GTPase activating protein 10	2449	12	0	2	17	0	1	2	20	19	17	5.037569e-02	3.500000e-03	2.694000e-01	1.165951e-03	7.656681e-02
279	FNBP1	formin binding protein 1	1918	2	0	1	14	0	0	0	14	13	9	4.755452e-02	1.450000e-03	5.884000e-01	1.171790e-03	7.656681e-02
280	DEPDC1B	DEP domain containing 1B	1632	4	0	3	11	0	1	0	12	12	10	4.689355e-01	3.166667e-04	4.333000e-01	1.178358e-03	7.656681e-02
281	PDIA2	protein disulfide isomerase family A, member 2	1938	6	0	4	9	0	1	2	12	12	9	5.720572e-02	1.250000e-03	9.487500e-01	1.178700e-03	7.656681e-02
282	KIAA0319	KIAA0319	3329	9	0	4	14	0	0	0	14	13	11	3.909377e-01	1.200000e-04	8.498700e-01	1.178787e-03	7.656681e-02
283	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	3225	11	0	1	12	0	0	2	14	14	13	6.306416e-02	7.000000e-03	8.150000e-02	1.201754e-03	7.778281e-02
284	HEATR7A	HEAT repeat containing 7A	5224	0	1	14	36	1	0	0	37	33	19	8.017174e-01	2.000000e-05	9.995700e-01	1.277788e-03	8.241284e-02
285	PCDHGA11	protocadherin gamma subfamily A, 11	14937	6	0	7	11	0	0	0	11	11	8	7.219137e-01	5.000000e-05	9.545300e-01	1.292740e-03	8.308462e-02
286	PRKCD	protein kinase C, delta	2099	1	0	1	12	1	1	1	15	13	13	1.640916e-02	1.960000e-02	2.021000e-01	1.304624e-03	8.355521e-02
287	EHD1	EH-domain containing 1	1621	0	0	14	34	1	0	1	36	28	31	3.910357e-01	1.100000e-04	9.858300e-01	1.319619e-03	8.403234e-02
288	HHEX	hematopoietically expressed homeobox	827	17	0	1	6	0	0	0	6	6	4	2.560283e-02	4.100000e-03	7.836000e-01	1.321249e-03	8.403234e-02
289	OR4F17	olfactory receptor, family 4, subfamily F, member 17	918	99	0	0	0	0	0	3	3	3	1	1.370545e-01	1.000000e-03	9.583700e-01	1.356172e-03	8.595505e-02
290	IRF1	interferon regulatory factor 1	1014	5	0	4	8	2	1	3	14	12	14	2.243855e-03	1	2.400000e-02	1.374521e-03	8.681758e-02
291	ATHL1	ATH1, acid trehalase-like 1 (yeast)	2266	1	0	1	9	0	4	0	13	13	11	8.811738e-03	7.760000e-02	1.060000e-02	1.398914e-03	8.805468e-02
292	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	956	11	0	0	6	0	0	0	6	6	2	5.729681e-01	2.000000e-04	7.846500e-01	1.411074e-03	8.851587e-02
293	RAB5B	RAB5B, member RAS oncogene family	943	8	0	0	5	0	0	3	8	8	6	1.935567e-02	6.200000e-03	9.615000e-01	1.428103e-03	8.927839e-02
294	TMC1	transmembrane channel-like 1	2363	4	0	3	16	1	2	1	20	20	18	1.632260e-02	6.800000e-03	8.810000e-01	1.443434e-03	8.992987e-02
295	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	3001	8	0	5	5	1	0	6	12	12	7	1.857311e-01	3.600000e-04	7.345000e-01	1.490961e-03	9.257602e-02
296	KIF24	kinesin family member 24	4155	0	0	1	13	0	2	3	18	18	18	3.176746e-04	1	2.990000e-01	1.528819e-03	9.460601e-02
297	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	6246	10	0	5	14	0	2	0	16	16	13	3.358270e-02	3.700000e-03	8.790000e-01	1.539549e-03	9.494920e-02
298	PTPRC	protein tyrosine phosphatase, receptor type, C	4052	0	0	7	15	5	0	4	24	22	23	5.104420e-03	2.300000e-02	1.850000e-01	1.587625e-03	9.758564e-02
299	SFXN3	sideroflexin 3	1222	9	0	1	3	0	0	3	6	6	4	1.015084e-01	1.250000e-03	9.902000e-01	1.623737e-03	9.933840e-02
300	TDRD6	tudor domain containing 6	6303	0	0	16	30	2	0	2	34	27	29	6.714510e-01	1.600000e-04	8.828600e-01	1.626987e-03	9.933840e-02
301	CEBPZ	CCAAT/enhancer binding protein zeta	3429	17	0	3	13	0	0	2	15	15	13	1.761536e-03	8.600000e-02	3.840000e-01	1.653091e-03	1.005969e-01
302	MAGEA1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	934	48	0	2	4	0	0	1	5	5	3	2.473072e-01	6.333333e-04	5.376000e-01	1.672560e-03	1.014447e-01
303	TNF	tumor necrosis factor (TNF superfamily, member 2)	1344	0	0	12	26	0	4	4	34	21	30	8.573472e-04	2.850000e-01	1.220000e-01	1.688002e-03	1.020433e-01
304	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	1550	4	0	0	5	0	0	2	7	7	6	2.813823e-02	3.300000e-03	5.947000e-01	1.732790e-03	1.044063e-01
305	KRT39	keratin 39	1502	7	0	4	6	0	0	0	6	6	4	8.529940e-01	8.571429e-04	9.235714e-02	1.756047e-03	1.054607e-01
306	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	2698	1	0	1	8	1	1	2	12	11	11	3.442803e-02	3.900000e-03	9.941000e-01	1.782935e-03	1.063206e-01
307	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	2834	3	0	0	5	1	0	0	6	6	5	1.334200e-01	1.955000e-02	2.760000e-02	1.790463e-03	1.063206e-01
308	C4orf14	chromosome 4 open reading frame 14	2126	3	0	0	6	1	0	0	7	7	6	4.163470e-03	3.600000e-02	8.580000e-01	1.795340e-03	1.063206e-01
309	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	1637	7	0	1	10	0	0	0	10	9	6	2.755699e-02	3.500000e-03	9.777000e-01	1.795609e-03	1.063206e-01
310	SLC27A3	solute carrier family 27 (fatty acid transporter), member 3	2431	11	0	4	11	0	2	0	13	12	12	1.569934e-01	1.921667e-01	2.666667e-04	1.804228e-03	1.063206e-01
311	SOX4	SRY (sex determining region Y)-box 4	1425	52	0	1	8	0	0	2	10	10	9	1.024481e-03	1.960000e-01	5.950000e-01	1.805193e-03	1.063206e-01
312	HPS5	Hermansky-Pudlak syndrome 5	3478	2	0	1	11	0	0	0	11	11	10	3.343294e-01	1.266667e-03	2.424333e-01	1.813328e-03	1.064574e-01
313	P2RX6	purinergic receptor P2X, ligand-gated ion channel, 6	1372	9	0	1	3	1	0	2	6	6	5	6.630792e-03	7.400000e-02	1.230000e-01	1.837646e-03	1.075404e-01
314	C4orf29	chromosome 4 open reading frame 29	1286	46	0	0	4	1	1	0	6	6	6	1.041154e-02	1	3.100000e-03	1.849291e-03	1.078773e-01
315	TM9SF3	transmembrane 9 superfamily member 3	1826	34	0	3	5	0	0	0	5	5	2	5.096254e-01	2.500000e-04	1	1.863834e-03	1.083805e-01
