gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	3997	4	0	2	9	1	2	3	15	15	13	3.775882e-03	1.700000e-03	4.123000e-01	2.830267e-05	4.048175e-01	5.357493e-01	7.864029e-05	1.124370e-02
CD3G	CD3g molecule, gamma (CD3-TCR complex)	569	3	0	0	0	1	0	2	3	3	1	7.246987e-03	1.000000e-03	9.266500e-01	3.045725e-06	9.274770e-01	3.690233e-01	9.301454e-05	1.312950e-02
NEK5	NIMA (never in mitosis gene a)-related kinase 5	2203	6	1	0	11	0	1	1	13	13	13	1.923037e-05	1	1.260000e-01	1	1.415245e-01	1.624908e-01	9.327598e-05	1.312950e-02
DCDC2B	doublecortin domain containing 2B	1082	16	0	1	2	1	0	4	7	7	4	5.655540e-03	8.000000e-04	9.833000e-01	2.726582e-08	9.836360e-01	8.787461e-02	9.870624e-05	1.378698e-02
CTSE	cathepsin E	1281	3	0	0	11	1	0	0	12	10	9	4.168384e-03	6.900000e-03	2.187000e-01	7.237619e-05	2.194104e-01	8.978855e-01	1.009484e-04	1.390748e-02
KAT6B	K(lysine) acetyltransferase 6B	6282	1	0	7	5	1	0	6	12	12	8	7.932900e-01	1.000000e-05	2.085200e-01	4.973799e-13	2.071548e-01	2.214453e-01	1.011008e-04	1.390748e-02
TUBGCP5	tubulin, gamma complex associated protein 5	3208	7	0	4	13	1	0	1	15	15	10	8.162008e-01	1.500000e-04	2.697000e-02	1.421085e-14	2.558345e-02	1.688428e-01	1.037883e-04	1.416983e-02
PABPC1	poly(A) binding protein, cytoplasmic 1	1966	6	0	2	11	0	1	0	12	12	9	7.907041e-03	9.000000e-04	9.679500e-01	5.666551e-05	9.656273e-01	6.990719e-01	1.054318e-04	1.428680e-02
ZNF608	zinc finger protein 608	4571	1	3	19	55	7	2	5	69	47	64	3.728615e-03	1.600000e-03	9.566000e-01	2.110787e-01	9.527875e-01	7.133629e-01	1.129681e-04	1.519463e-02
KIAA0319	KIAA0319	3325	6	2	2	11	0	0	0	11	10	8	1.542732e-01	2.000000e-05	8.497200e-01	1.079809e-05	8.498841e-01	9.529216e-01	1.165398e-04	1.555978e-02
IRF4	interferon regulatory factor 4	1384	1	7	26	61	2	2	1	66	32	40	9.517637e-01	1.000000e-05	5.421000e-02	5.338376e-08	5.066236e-02	9.942912e-01	1.195640e-04	1.584703e-02
HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	2701	1	1	12	17	1	0	1	19	19	14	9.948287e-01	1.000000e-05	9.773400e-01	1.318396e-04	9.769077e-01	4.257422e-01	1.245338e-04	1.634582e-02
FCGBP	Fc fragment of IgG binding protein	16358	15	1	30	43	1	1	2	47	41	36	9.999867e-01	3.500000e-04	3.320000e-03	5.684342e-14	3.188291e-03	9.781133e-01	1.251277e-04	1.634582e-02
COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	1020	1	0	4	3	0	0	5	8	8	4	2.025857e-01	2.000000e-05	9.742800e-01	5.081802e-11	9.745952e-01	5.330996e-02	1.266169e-04	1.642221e-02
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	586	11	0	0	5	0	0	0	5	5	4	9.950307e-03	4.850000e-02	1.400000e-03	1.696317e-02	1.864207e-03	8.409009e-01	1.472914e-04	1.896821e-02
KRTAP5-1	keratin associated protein 5-1	837	9	0	1	1	0	0	4	5	5	3	4.832933e-02	3.500000e-04	6.293333e-02	1.411345e-05	6.224513e-02	1.308995e-01	1.488998e-04	1.904031e-02
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	3225	3	0	0	11	0	0	2	13	13	12	1.119382e-02	5.350000e-03	3.540000e-02	2.389715e-02	3.246766e-02	3.077424e-01	1.515119e-04	1.923883e-02
KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	718	31	0	0	5	0	0	1	6	6	4	7.827425e-03	1.100000e-03	4.095000e-02	2.055666e-02	4.173585e-02	5.156577e-01	1.670917e-04	2.106980e-02
ABHD14B	abhydrolase domain containing 14B	816	8	0	0	3	0	0	3	6	6	4	4.996345e-03	2.600000e-03	9.998000e-01	2.951867e-05	9.998529e-01	3.712670e-01	1.870319e-04	2.342156e-02
TRAF6	TNF receptor-associated factor 6	1589	6	0	1	4	6	0	0	10	10	9	1.001056e-03	1.700000e-02	2.270000e-01	2.790808e-02	2.209677e-01	8.773698e-01	2.148601e-04	2.660162e-02
PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	629	10	0	0	4	0	0	0	4	4	2	1.806442e-01	2.900000e-04	9.430000e-03	9.451244e-03	9.113920e-03	9.928704e-03	2.153562e-04	2.660162e-02
NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	3148	29	0	4	3	1	0	5	9	9	5	2.037182e-01	3.000000e-05	5.350800e-01	1.271871e-12	5.328467e-01	2.468799e-01	2.183054e-04	2.678371e-02
ALOX15	arachidonate 15-lipoxygenase	2111	2	0	0	9	2	0	0	11	11	10	1.257868e-04	1.540000e-01	7.850000e-01	2.571155e-02	8.014452e-01	5.549688e-01	2.648102e-04	3.227130e-02
CIITA	class II, major histocompatibility complex, transactivator	3511	6	2	5	27	1	2	5	35	29	34	4.864294e-04	1	1.500000e-02	1	1.722398e-02	5.363980e-01	2.827165e-04	3.422377e-02
AUNIP	aurora kinase A and ninein interacting protein	1155	18	0	1	1	0	0	4	5	5	2	1.396884e-01	1.500000e-04	6.318800e-01	3.192820e-09	6.331997e-01	1.328554e-01	2.914405e-04	3.504620e-02
IRF2BP2	interferon regulatory factor 2 binding protein 2	1768	0	0	16	43	4	0	29	76	56	53	8.594952e-04	1.430000e-02	1	2.842171e-14	1	6.893001e-04	3.127144e-04	3.735702e-02
SESN3	sestrin 3	1561	18	0	1	4	1	4	2	11	8	8	1.951863e-02	7.500000e-04	9.402500e-01	1.771547e-02	9.404273e-01	9.769335e-01	3.246970e-04	3.853496e-02
VEZF1	vascular endothelial zinc finger 1	1594	15	1	2	3	1	0	5	9	9	6	1.465276e-02	1.350000e-03	9.181000e-01	3.068490e-08	9.166268e-01	1.184726e-01	3.275324e-04	3.861905e-02
RAD9A	RAD9 homolog A (S. pombe)	1216	6	0	2	5	0	0	0	5	5	3	2.245956e-01	3.300000e-04	1.806500e-01	6.710366e-06	1.805493e-01	6.379794e-02	3.340603e-04	3.891966e-02
CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	2934	1	0	3	8	0	1	8	17	17	10	1.414208e-02	6.000000e-04	8.056000e-01	1.000000e-16	8.013691e-01	6.375067e-03	3.343687e-04	3.891966e-02
SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	1006	0	0	1	9	1	0	1	11	11	8	1.397750e-02	1.600000e-03	8.465000e-01	1.601532e-04	8.481855e-01	9.863203e-01	3.791567e-04	4.385176e-02
ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	3221	1	1	2	4	0	1	0	5	5	4	8.679500e-01	4.000000e-05	2.647700e-01	3.095494e-03	2.662663e-01	9.140610e-01	3.912112e-04	4.495957e-02
C3orf33	chromosome 3 open reading frame 33	901	2	0	0	7	1	0	1	9	9	9	3.609068e-05	1	8.550000e-01	1	8.614638e-01	2.583140e-01	4.052794e-04	4.628342e-02
HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	1547	1	4	3	6	0	6	0	12	12	8	3.227946e-01	4.320000e-03	7.180000e-03	1.363532e-10	6.922227e-03	9.686848e-01	4.322384e-04	4.905366e-02
MUC6	mucin 6, oligomeric mucus/gel-forming	7448	1	2	9	17	1	0	6	24	23	21	5.708778e-01	1.369000e-02	4.200000e-04	2.135428e-08	3.301133e-04	5.031580e-01	4.446748e-04	5.015158e-02
HIST1H2AG	histone cluster 1, H2ag	393	0	2	13	16	1	0	5	22	22	18	9.580995e-03	2.900000e-03	9.395000e-01	4.471462e-01	9.361172e-01	9.629546e-01	5.148426e-04	5.770687e-02
FCRL3	Fc receptor-like 3	2285	3	2	5	12	0	2	1	15	14	13	1.704908e-01	1.666667e-04	4.996111e-01	3.905081e-02	4.998663e-01	7.473026e-01	5.189440e-04	5.780972e-02
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	2500	2	1	1	7	1	2	0	10	10	10	1.370641e-02	1	4.000000e-04	1	4.286414e-04	7.012484e-01	5.522377e-04	6.114349e-02
ANKRD35	ankyrin repeat domain 35	3054	1	3	17	13	6	0	0	19	18	14	8.844568e-01	6.000000e-05	3.510600e-01	1.066150e-07	3.445701e-01	3.444851e-01	5.754602e-04	6.332852e-02
GLDC	glycine dehydrogenase (decarboxylating)	3159	26	2	3	16	0	0	0	16	15	13	1.135331e-01	3.000000e-04	8.412600e-01	4.534950e-05	8.355365e-01	2.755873e-01	6.117485e-04	6.691644e-02
PTPRH	protein tyrosine phosphatase, receptor type, H	3424	5	2	2	18	0	0	1	19	18	16	3.686083e-02	1.000000e-03	4.645500e-01	6.921096e-05	4.577364e-01	9.541067e-01	6.691032e-04	7.275195e-02
TBC1D12	TBC1 domain family, member 12	2376	0	0	5	6	0	0	7	13	12	7	6.550094e-01	1.000000e-05	1	1.000000e-16	1.000000e+00	3.762631e-01	6.965007e-04	7.528011e-02
BEST3	bestrophin 3	2331	1	0	0	9	0	0	1	10	10	8	2.028651e-02	4.360000e-02	4.700000e-03	1.906454e-02	4.675438e-03	7.417555e-01	7.298690e-04	7.830863e-02
SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	809	0	2	6	10	0	2	1	13	12	10	9.902319e-01	7.418000e-02	3.400000e-04	3.300711e-04	2.480494e-04	4.455269e-02	7.331461e-04	7.830863e-02
HIAT1	hippocampus abundant transcript 1	1517	0	0	2	5	1	0	0	6	6	5	2.916587e-01	1.500000e-04	9.584200e-01	9.825255e-03	9.569272e-01	9.616162e-01	7.396728e-04	7.854373e-02
NANOG	Nanog homeobox	930	0	0	0	4	1	0	1	6	5	4	3.669313e-02	9.000000e-04	8.295000e-01	1.066658e-02	8.252351e-01	6.894176e-01	7.545181e-04	7.963804e-02
DKK4	dickkopf homolog 4 (Xenopus laevis)	687	3	0	0	4	1	0	1	6	6	6	3.025004e-04	1	1.740000e-01	1.000000e+00	1.775353e-01	3.881623e-01	7.587499e-04	7.963804e-02
TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	2483	6	1	1	7	0	2	0	9	9	7	4.397142e-02	1.000000e-03	3.833500e-01	1.437580e-02	3.828746e-01	5.110905e-01	7.640682e-04	7.973535e-02
TMCO4	transmembrane and coiled-coil domains 4	2042	4	2	5	1	1	0	4	6	6	3	5.762266e-01	1.400000e-04	1.307900e-01	1.747416e-09	1.301897e-01	8.850264e-01	7.864917e-04	8.160638e-02
UVRAG	UV radiation resistance associated gene	2223	10	1	1	5	0	0	3	8	7	5	3.598027e-01	2.571429e-04	1.635571e-01	9.386109e-03	1.640047e-01	5.791349e-02	8.072738e-04	8.328680e-02
HEATR5B	HEAT repeat containing 5B	6352	0	0	3	9	0	3	2	14	12	13	1.481154e-01	7.333333e-04	5.864333e-01	1.033637e-02	5.847868e-01	1.963023e-01	8.251905e-04	8.465429e-02
INTS3	integrator complex subunit 3	3439	11	0	3	0	0	1	4	5	4	3	8.255833e-01	1.000000e-04	1.227900e-01	3.373583e-07	1.231674e-01	1.289335e-01	8.587722e-04	8.760441e-02
TPTE	transmembrane phosphatase with tensin homology	1736	0	2	5	24	0	5	0	29	25	19	3.780459e-01	6.142857e-04	1.664857e-01	7.523185e-04	1.620385e-01	9.999999e-01	8.949018e-04	9.078004e-02
BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	2624	2	5	7	21	8	0	0	29	25	21	1.824002e-01	1.533333e-03	7.056667e-02	1.392664e-12	6.379922e-02	2.322545e-01	9.395847e-04	9.427098e-02
METTL22	methyltransferase like 22	1251	0	0	1	4	0	0	0	4	4	2	2.850385e-01	1.500000e-04	8.119000e-01	4.773896e-03	8.120927e-01	3.514268e-01	9.396986e-04	9.427098e-02
HIST1H2BD	histone cluster 1, H2bd	385	0	0	12	6	0	0	1	7	7	7	9.794103e-01	1	2.000000e-05	1.000000e+00	1.028071e-05	4.382041e-01	1.002049e-03	9.994068e-02
FNBP1	formin binding protein 1	2014	0	0	1	12	0	0	0	12	11	8	5.628665e-02	9.500000e-04	6.481500e-01	2.758327e-11	6.456158e-01	7.584787e-03	1.007222e-03	9.994068e-02
HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	8291	5	1	9	12	0	0	1	13	10	9	9.943696e-01	5.000000e-05	8.455700e-01	1.742064e-06	8.455826e-01	9.906177e-01	1.015847e-03	1.002114e-01
POTEH	POTE ankyrin domain family, member H	1676	153	0	1	5	0	0	0	5	4	4	9.999502e-01	1.000000e-04	1.100000e-04	3.571780e-03	3.939122e-05	9.992630e-01	1.020988e-03	1.002114e-01
TRIM68	tripartite motif-containing 68	1478	4	1	0	4	1	1	0	6	6	5	1.190008e-01	1.950000e-01	1.100000e-03	1.008283e-02	1.325999e-03	4.445351e-01	1.031626e-03	1.003655e-01
GPR126	G protein-coupled receptor 126	3899	12	2	4	14	1	0	0	15	15	11	4.223615e-01	1.300000e-04	9.179800e-01	2.290649e-08	9.159981e-01	9.999994e-01	1.033613e-03	1.003655e-01
ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	1481	0	1	1	6	0	1	0	7	7	6	1.817772e-01	2.066667e-03	2.832667e-01	1.406228e-02	2.796900e-01	8.841134e-01	1.048686e-03	1.012874e-01
SLC27A6	solute carrier family 27 (fatty acid transporter), member 6	1896	2	1	3	5	0	1	6	12	12	8	4.239087e-01	2.000000e-04	3.981000e-01	6.058087e-11	3.957085e-01	2.338931e-02	1.124277e-03	1.080139e-01
GSTA1	glutathione S-transferase A1	689	21	0	0	4	1	0	0	5	5	4	6.736637e-02	3.730000e-02	3.200000e-03	1.435729e-02	3.208772e-03	7.511499e-01	1.153787e-03	1.096779e-01
SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	1952	10	0	2	5	2	0	6	13	13	13	2.446989e-03	8.800000e-02	3.890000e-01	1	3.647875e-01	5.196670e-01	1.158194e-03	1.096779e-01
METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	1044	2	1	1	6	0	0	0	6	6	6	5.235297e-02	1	2.428571e-04	1.000000e+00	2.208374e-04	9.585162e-01	1.159718e-03	1.096779e-01
XPO1	exportin 1 (CRM1 homolog, yeast)	3312	4	4	5	9	0	2	0	11	11	5	3.393974e-01	2.285714e-04	4.245143e-01	1.000000e-16	4.103500e-01	8.729838e-01	1.170488e-03	1.101229e-01
FOXO1	forkhead box O1	1972	0	1	10	44	2	0	1	47	36	34	7.921634e-01	1.000000e-05	8.520400e-01	7.536404e-06	8.476626e-01	6.333275e-03	1.192744e-03	1.116384e-01
SRSF7	serine/arginine-rich splicing factor 7	745	11	0	2	6	0	2	0	8	7	6	3.722450e-02	2.450000e-03	4.202000e-01	6.213877e-05	4.155399e-01	9.045640e-01	1.212202e-03	1.124483e-01
DAND5	DAN domain family, member 5	744	22	0	1	5	0	1	0	6	6	5	1.755867e-02	6.670000e-02	6.950000e-02	1.984942e-02	6.802184e-02	7.240138e-01	1.213782e-03	1.124483e-01
ATN1	atrophin 1	3605	5	0	5	3	0	0	4	7	7	4	6.870290e-01	2.555556e-04	4.663333e-02	7.440946e-10	4.806431e-02	2.232984e-01	1.222650e-03	1.126948e-01
ALDH1B1	aldehyde dehydrogenase 1 family, member B1	1558	9	0	1	8	2	0	0	10	9	8	4.400640e-02	1.500000e-03	8.697000e-01	2.288281e-02	8.756441e-01	1.064117e-01	1.271906e-03	1.166428e-01
SFXN3	sideroflexin 3	1018	10	3	1	3	0	0	3	6	6	4	9.184298e-02	1.100000e-03	9.896500e-01	1.910608e-05	9.884696e-01	2.196927e-01	1.280525e-03	1.168430e-01
LARP4	La ribonucleoprotein domain family, member 4	2255	43	1	2	2	0	3	0	5	5	5	1.873754e-01	1.280000e-02	7.733333e-03	1.000000e+00	7.513503e-03	5.526377e-01	1.303636e-03	1.183572e-01
TREX2	three prime repair exonuclease 2	894	2	0	0	4	0	0	0	4	4	4	5.542314e-01	1	1.000000e-04	1.000000e+00	4.871173e-05	3.886349e-04	1.320185e-03	1.192633e-01
OR2B2	olfactory receptor, family 2, subfamily B, member 2	1074	0	0	1	9	0	0	0	9	9	7	8.365249e-02	2.550000e-03	3.658000e-01	7.198213e-05	3.670025e-01	9.763497e-01	1.438918e-03	1.293459e-01
MYO1E	myosin IE	3435	0	8	5	2	0	3	0	5	5	4	9.936663e-01	1.300000e-04	5.917600e-01	2.904864e-03	5.909407e-01	6.779877e-01	1.462363e-03	1.294872e-01
SYPL2	synaptophysin-like 2	839	31	0	1	9	0	0	0	9	9	7	3.317299e-03	4.100000e-02	9.820000e-01	1.175707e-04	9.824612e-01	1.072699e-01	1.464376e-03	1.294872e-01
ACAD11	acyl-Coenzyme A dehydrogenase family, member 11	2439	0	0	2	3	0	3	0	6	6	4	2.803986e-01	5.333333e-04	2.515667e-01	3.342509e-06	2.499803e-01	9.790454e-01	1.466733e-03	1.294872e-01
ADCY7	adenylate cyclase 7	3386	0	2	7	8	0	0	0	8	8	6	9.362813e-01	2.200000e-04	1.695100e-01	8.226781e-03	1.691936e-01	9.240458e-01	1.469014e-03	1.294872e-01
SASH3	SAM and SH3 domain containing 3	1171	7	0	0	5	0	0	0	5	5	4	1.849694e-01	7.333333e-04	3.558667e-01	8.485318e-03	3.515537e-01	8.732403e-03	1.561135e-03	1.369425e-01
SLC22A16	solute carrier family 22 (organic cation/carnitine transporter), member 16	1909	0	0	1	8	0	0	0	8	8	6	1.142455e-01	3.600000e-03	8.000000e-02	1.450377e-02	8.050418e-02	9.983183e-01	1.657421e-03	1.446897e-01
FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	1136	7	0	1	9	0	0	0	9	9	7	1.119195e-02	1.700000e-02	4.040000e-01	6.438009e-05	3.762020e-01	7.262610e-01	1.724049e-03	1.497860e-01
AKAP9	A kinase (PRKA) anchor protein (yotiao) 9	12013	0	1	9	27	3	0	3	33	31	30	4.892519e-01	2.000000e-04	5.021875e-01	3.106199e-05	4.940149e-01	7.137006e-01	1.814457e-03	1.564208e-01
MROH1		5283	0	9	13	33	1	0	0	34	30	19	9.997737e-01	2.000000e-05	9.870500e-01	1.000000e-16	9.868921e-01	8.333332e-04	1.817644e-03	1.564208e-01
C5orf20	chromosome 5 open reading frame 20	735	11	0	0	5	0	0	0	5	5	2	3.633548e-02	2.200000e-03	2.563000e-01	1.237560e-08	2.593819e-01	9.997611e-01	1.840085e-03	1.573547e-01
C11orf35	chromosome 11 open reading frame 35	1957	32	0	2	8	0	1	0	9	9	8	2.576660e-01	3.450000e-03	5.895000e-02	1.821660e-02	5.944205e-02	1.694546e-03	1.845828e-03	1.573547e-01
RBP4	retinol binding protein 4, plasma	675	13	0	2	5	0	0	0	5	5	3	2.926163e-01	5.666667e-04	9.542667e-01	2.151536e-05	9.533517e-01	7.927840e-03	1.861452e-03	1.579451e-01
HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	797	12	0	1	6	0	0	0	6	6	4	2.641143e-02	1.880000e-02	1.545000e-01	3.124011e-05	1.546101e-01	9.994260e-01	1.887125e-03	1.587992e-01
SCAF8	SR-related CTD-associated factor 8	4098	0	1	2	7	0	1	1	9	9	7	4.766256e-01	3.000000e-04	9.797200e-01	4.986677e-06	9.797550e-01	9.985228e-01	1.904995e-03	1.587992e-01
CD79A	CD79a molecule, immunoglobulin-associated alpha	697	0	2	1	4	4	1	4	13	11	12	2.479641e-02	4.300000e-03	6.826000e-01	7.582519e-02	6.870085e-01	2.647950e-01	1.910684e-03	1.587992e-01
OR4F17	olfactory receptor, family 4, subfamily F, member 17	918	142	0	0	0	0	0	3	3	3	1	2.010095e-01	1.000000e-03	9.498800e-01	1.176354e-06	9.497192e-01	3.772894e-01	1.912034e-03	1.587992e-01
OLIG1	oligodendrocyte transcription factor 1	816	3	0	1	5	0	0	2	7	7	4	6.712895e-01	5.000000e-05	7.788600e-01	2.535082e-02	7.792653e-01	2.792498e-03	1.915246e-03	1.587992e-01
HHEX	hematopoietically expressed homeobox	825	22	0	1	6	0	0	0	6	6	4	7.236335e-02	5.300000e-03	7.237000e-01	2.902294e-05	7.153294e-01	1.617411e-01	1.925714e-03	1.589414e-01
PIM2	pim-2 oncogene	956	0	10	16	29	0	1	3	33	25	25	6.798942e-01	4.400000e-04	7.148000e-02	2.451117e-03	6.914639e-02	1.695066e-01	1.937198e-03	1.591658e-01
GPR176	G protein-coupled receptor 176	1657	2	0	0	4	0	0	0	4	4	2	4.002571e-01	5.250000e-04	2.274500e-01	3.603961e-03	2.279632e-01	1.437160e-02	1.989508e-03	1.627274e-01
KRT39	keratin 39	1500	19	0	3	4	0	0	0	4	4	2	8.514290e-01	3.666667e-04	1.381167e-01	3.984501e-03	1.365054e-01	3.692583e-01	2.012542e-03	1.636381e-01
OR2AG2	olfactory receptor, family 2, subfamily AG, member 2	951	8	0	1	6	0	0	0	6	6	5	2.296578e-02	2.680000e-02	2.538000e-01	1.561387e-02	2.530982e-01	4.631111e-02	2.018666e-03	1.636381e-01
POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	3621	6	2	2	4	0	0	0	4	4	3	7.833076e-01	6.066667e-03	1.033333e-02	1.654335e-03	1.010310e-02	3.043711e-01	2.089120e-03	1.679710e-01
NLRC5	NLR family, CARD domain containing 5	5849	17	6	6	16	5	2	3	26	24	26	2.135723e-03	2.150000e-01	2.140000e-01	1	2.246359e-01	1.619731e-01	2.090618e-03	1.679710e-01
HSPA1L	heat shock 70kDa protein 1-like	1927	1	0	0	8	1	0	1	10	10	9	2.159287e-03	8.900000e-02	5.150000e-01	2.308381e-02	5.175133e-01	9.817035e-01	2.129350e-03	1.703293e-01
ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	4558	0	0	0	11	1	1	0	13	13	12	1.633205e-02	8.640000e-02	6.660000e-02	1.696780e-02	6.871374e-02	1.035417e-01	2.145485e-03	1.708672e-01
FGFBP1	fibroblast growth factor binding protein 1	705	74	0	1	1	0	0	2	3	3	2	1.464771e-01	4.100000e-03	2.553000e-01	4.227333e-03	2.506714e-01	4.274229e-01	2.193322e-03	1.739141e-01
GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	1588	10	0	0	10	1	1	1	13	12	12	3.677841e-03	1	2.500000e-02	1	3.059318e-02	8.673138e-01	2.293755e-03	1.810870e-01
RRAGC	Ras-related GTP binding C	1224	4	0	3	9	0	2	1	12	10	10	2.018040e-02	9.800000e-03	6.091000e-01	3.607310e-02	6.044817e-01	4.808724e-01	2.308734e-03	1.814805e-01
PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	3421	1	1	2	19	0	0	0	19	19	14	5.211409e-02	4.000000e-03	9.201000e-01	8.382983e-11	9.141621e-01	9.654058e-01	2.453920e-03	1.918549e-01
HTRA4	HtrA serine peptidase 4	1463	5	0	0	4	0	1	2	7	7	6	2.086566e-02	3.960000e-02	1.989000e-01	1.423384e-02	2.008137e-01	1.874758e-01	2.464608e-03	1.918549e-01
NOL9	nucleolar protein 9	2153	0	6	24	27	0	1	0	28	26	20	9.999999e-01	8.000000e-05	9.998900e-01	5.542658e-04	9.998134e-01	3.175811e-01	2.488614e-03	1.918549e-01
CKAP5	cytoskeleton associated protein 5	6288	7	0	2	14	0	0	1	15	15	14	5.517897e-02	4.950000e-02	3.020000e-02	1.656201e-02	2.869193e-02	5.950149e-01	2.491711e-03	1.918549e-01
RAD54L2	RAD54-like 2 (S. cerevisiae)	4484	1	0	1	8	0	1	0	9	9	8	1.804000e-01	1.200000e-03	9.378500e-01	7.994333e-03	9.344035e-01	9.749769e-01	2.493543e-03	1.918549e-01
MFSD6L	major facilitator superfamily domain containing 6-like	1761	20	0	2	5	0	0	3	8	8	6	3.890912e-01	6.666667e-04	7.306667e-01	1.793804e-05	7.309559e-01	9.060118e-02	2.508027e-03	1.921551e-01
CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	1555	58	1	2	10	0	1	0	11	11	10	4.971512e-03	1.940000e-01	1.220000e-01	3.474069e-02	1.198818e-01	2.281482e-01	2.638769e-03	2.013225e-01
HEG1	HEG homolog 1 (zebrafish)	4210	2	0	7	26	1	2	1	30	28	13	3.177747e-02	5.500000e-03	9.870000e-01	2.842171e-14	9.850313e-01	2.878432e-08	2.671388e-03	2.029584e-01
IQSEC1	IQ motif and Sec7 domain 1	2944	0	0	11	6	0	1	0	7	7	5	9.869301e-01	1.777778e-04	8.903778e-01	7.103366e-03	8.910485e-01	5.909930e-02	2.701687e-03	2.044051e-01
FCRLA	Fc receptor-like A	1191	0	0	0	5	1	1	0	7	7	6	1.190969e-02	5.500000e-02	2.830000e-01	1.745110e-02	2.742569e-01	3.573563e-02	2.811659e-03	2.110985e-01
CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	1758	2	0	0	6	1	3	0	10	9	10	2.197647e-03	1	3.600000e-02	1	4.049163e-02	7.965990e-01	2.813407e-03	2.110985e-01
WRNIP1	Werner helicase interacting protein 1	2022	0	0	6	9	1	0	3	13	12	9	7.067137e-01	4.250000e-04	1	5.341858e-05	9.999951e-01	3.535702e-01	2.879171e-03	2.142876e-01
PELP1	proline, glutamate and leucine rich protein 1	4037	9	0	4	6	0	0	1	7	7	5	9.870936e-01	1.666667e-04	2.233000e-01	2.141745e-06	2.247646e-01	2.709493e-01	2.879511e-03	2.142876e-01
SLC27A3	solute carrier family 27 (fatty acid transporter), member 3	2472	38	0	4	9	0	2	0	11	11	9	2.006470e-01	4.910000e-02	3.550000e-03	2.199912e-02	3.613824e-03	1.109965e-01	2.903430e-03	2.151856e-01
ESYT2	extended synaptotagmin-like protein 2	2794	1	3	3	7	0	0	0	7	7	5	8.553743e-01	3.000000e-04	9.693800e-01	4.459503e-06	9.696921e-01	1.486109e-02	2.935637e-03	2.166882e-01
TMEM119	transmembrane protein 119	852	49	0	1	3	0	0	0	3	3	1	3.328028e-01	1.000000e-03	3.730000e-03	1.364748e-06	3.910351e-03	1.471639e-01	2.997874e-03	2.203863e-01
KRT82	keratin 82	1574	45	1	1	11	2	0	0	13	13	13	6.395369e-04	4.120000e-01	4.720000e-01	1	4.915919e-01	7.167495e-01	3.052190e-03	2.234745e-01
WDR11	WD repeat domain 11	3787	3	0	0	11	0	0	0	11	10	10	6.050813e-03	8.300000e-02	2.830000e-01	1.180986e-02	2.686622e-01	3.979584e-01	3.094502e-03	2.253458e-01
RELB	v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	1786	15	0	4	13	2	0	1	16	16	15	1.423491e-03	3.090000e-01	5.870000e-01	6.502309e-02	5.760160e-01	1.028703e-02	3.102569e-03	2.253458e-01
TDRD6	tudor domain containing 6	6303	4	1	12	26	2	0	2	30	24	27	6.213528e-01	3.400000e-04	8.032000e-01	5.075433e-05	8.013327e-01	8.832430e-01	3.118893e-03	2.256289e-01
MAGEA1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	930	0	0	2	4	0	0	1	5	5	3	3.775340e-01	9.000000e-04	5.432500e-01	1.144481e-05	5.356231e-01	7.809127e-01	3.203937e-03	2.308614e-01
